Administrative_District,Year,Population_Density,Log_PopDens,Normalized_Local_Density,Normalized_London_Density,Share_of_London_Pop,Tube Stations per Person,Map_Code,Tube_Stations_Add,Tube_Stations_Cum,Train_Stations,Tube_Station_Density,Train_Station_Density,Area,Population,Ring,year_1801,year_1811,year_1821,year_1831,year_1841,year_1851,year_1861,year_1871,year_1881,year_1891,year_1901,year_1911,year_1921,year_1931,year_1941,year_1951,year_1961,year_1971,year_1981,year_1991,year_2001,Barking_and_Dagenham,Barnet,Bexley,Brent,Bromley,Camden,City_of_London,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith_and_Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington_and_Chelsea,Kingston_upon_Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond_upon_Thames,Southwark,Sutton,Tower_Hamlets,Waltham_Forest,Wandsworth,Westminster
Lewisham,2001,7082,8.87,0.76,0.14,0.03,0.00,21,0,2,,0.056899004,,35.15,248924,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Merton,1801,128,4.86,0.02,0.00,0.00,0.00,17,0,0,,0,,37.61,4831,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1811,150,5.01,0.03,0.00,0.00,0.00,17,0,0,,0,,37.61,5656,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1821,171,5.14,0.03,0.00,0.00,0.00,17,0,0,,0,,37.61,6433,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1831,177,5.18,0.03,0.00,0.00,0.00,17,0,0,,0,,37.61,6652,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1841,196,5.28,0.04,0.00,0.00,0.00,17,0,0,,0,,37.61,7364,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1851,195,5.27,0.04,0.00,0.00,0.00,17,0,0,,0,,37.61,7334,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1861,375,5.93,0.07,0.01,0.00,0.00,17,0,0,,0,,37.61,14118,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1871,556,6.32,0.11,0.01,0.01,0.00,17,0,0,,0,,37.61,20901,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1881,736,6.60,0.14,0.01,0.01,0.00,17,0,0,,0,,37.61,27684,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1891,1099,7.00,0.21,0.02,0.01,0.00,17,3,3,,0.07976602,,37.61,41318,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1901,1682,7.43,0.32,0.03,0.01,0.00,17,0,3,,0.07976602,,37.61,63273,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1911,2576,7.85,0.49,0.05,0.01,0.00,17,0,3,,0.07976602,,37.61,96895,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1921,3250,8.09,0.62,0.06,0.02,0.00,17,0,3,,0.07976602,,37.61,122245,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1931,4102,8.32,0.78,0.08,0.02,0.00,17,3,6,,0.159532039,,37.61,154267,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1941,4630,8.44,0.89,0.09,0.02,0.00,17,0,6,,0.159532039,,37.61,174151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1951,5227,8.56,1.00,0.10,0.02,0.00,17,0,6,,0.159532039,,37.61,196599,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1961,4974,8.51,0.95,0.10,0.02,0.00,17,0,6,,0.159532039,,37.61,187074,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1971,4733,8.46,0.91,0.09,0.02,0.00,17,0,6,,0.159532039,,37.61,178023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1981,4390,8.39,0.84,0.09,0.02,0.00,17,0,6,,0.159532039,,37.61,165098,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,1991,4568,8.43,0.87,0.09,0.02,0.00,17,0,6,,0.159532039,,37.61,171808,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merton,2001,4996,8.52,0.96,0.10,0.03,0.00,17,0,6,,0.159532039,,37.61,187908,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Newham,1801,245,5.50,0.02,0.00,0.01,0.00,27,0,0,,0,,36.22,8875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1811,308,5.73,0.02,0.01,0.01,0.00,27,0,0,,0,,36.22,11166,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1821,359,5.88,0.03,0.01,0.01,0.00,27,0,0,,0,,36.22,13005,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1831,429,6.06,0.03,0.01,0.01,0.00,27,0,0,,0,,36.22,15553,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1841,490,6.19,0.04,0.01,0.01,0.00,27,0,0,,0,,36.22,17758,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1851,687,6.53,0.05,0.01,0.01,0.00,27,0,0,,0,,36.22,24875,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1861,1915,7.56,0.15,0.04,0.02,0.00,27,0,0,,0,,36.22,69355,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1871,3143,8.05,0.25,0.06,0.03,0.00,27,0,0,,0,,36.22,113835,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1881,4371,8.38,0.35,0.09,0.03,0.00,27,1,1,,0.027609056,,36.22,158314,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1891,7155,8.88,0.57,0.14,0.05,0.00,27,0,1,,0.027609056,,36.22,259155,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1901,9346,9.14,0.75,0.18,0.05,0.00,27,0,1,,0.027609056,,36.22,338506,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1911,12208,9.41,0.97,0.24,0.06,0.00,27,7,8,,0.220872446,,36.22,442158,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1921,12371,9.42,0.99,0.24,0.06,0.00,27,0,8,,0.220872446,,36.22,448081,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1931,12537,9.44,1.00,0.25,0.06,0.00,27,0,8,,0.220872446,,36.22,454096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1941,10423,9.25,0.83,0.20,0.05,0.00,27,0,8,,0.220872446,,36.22,377508,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1951,8665,9.07,0.69,0.17,0.04,0.00,27,1,9,,0.248481502,,36.22,313837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1961,7506,8.92,0.60,0.15,0.03,0.00,27,0,9,,0.248481502,,36.22,271858,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1971,6502,8.78,0.52,0.13,0.03,0.00,27,0,9,,0.248481502,,36.22,235496,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1981,5774,8.66,0.46,0.11,0.03,0.00,27,0,9,,0.248481502,,36.22,209131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,1991,6106,8.72,0.49,0.12,0.03,0.00,27,0,9,,0.248481502,,36.22,221146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Newham,2001,6729,8.81,0.54,0.13,0.03,0.00,27,3,12,,0.331308669,,36.22,243737,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Redbridge,1801,87,4.47,0.02,0.00,0.00,0.00,26,0,0,,0,,56.41,4909,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1811,112,4.72,0.02,0.00,0.01,0.00,26,0,0,,0,,56.41,6317,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1821,139,4.93,0.03,0.00,0.01,0.00,26,0,0,,0,,56.41,7829,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1831,152,5.02,0.03,0.00,0.00,0.00,26,0,0,,0,,56.41,8572,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1841,165,5.10,0.03,0.00,0.00,0.00,26,0,0,,0,,56.41,9290,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1851,176,5.17,0.04,0.00,0.00,0.00,26,0,0,,0,,56.41,9921,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1861,291,5.67,0.06,0.01,0.01,0.00,26,0,0,,0,,56.41,16409,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1871,406,6.01,0.08,0.01,0.01,0.00,26,0,0,,0,,56.41,22897,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1881,521,6.26,0.11,0.01,0.01,0.00,26,0,0,,0,,56.41,29385,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1891,909,6.81,0.19,0.02,0.01,0.00,26,0,0,,0,,56.41,51250,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1901,1376,7.23,0.29,0.03,0.01,0.00,26,0,0,,0,,56.41,77621,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1911,2087,7.64,0.43,0.04,0.02,0.00,26,0,0,,0,,56.41,117735,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1921,2698,7.90,0.56,0.05,0.02,0.00,26,0,0,,0,,56.41,152209,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1931,3489,8.16,0.73,0.07,0.02,0.00,26,0,0,,0,,56.41,196790,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1941,4093,8.32,0.85,0.08,0.03,0.00,26,0,0,,0,,56.41,230876,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1951,4802,8.48,1.00,0.09,0.03,0.00,26,12,12,,0.21272824,,56.41,270876,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1961,4513,8.41,0.94,0.09,0.03,0.00,26,0,12,,0.21272824,,56.41,254605,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1971,4243,8.35,0.88,0.08,0.03,0.00,26,0,12,,0.21272824,,56.41,239337,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1981,3984,8.29,0.83,0.08,0.03,0.00,26,0,12,,0.21272824,,56.41,224724,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,1991,4099,8.32,0.85,0.08,0.03,0.00,26,0,12,,0.21272824,,56.41,231198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Redbridge,2001,4230,8.35,0.88,0.08,0.03,0.00,26,0,12,,0.21272824,,56.41,238628,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Richmond,1801,254,5.54,0.07,0.00,0.01,0.00,15,0,0,,0,,57.41,14560,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1811,292,5.68,0.08,0.01,0.01,0.00,15,0,0,,0,,57.41,16748,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1821,347,5.85,0.10,0.01,0.01,0.00,15,0,0,,0,,57.41,19908,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1831,396,5.98,0.11,0.01,0.01,0.00,15,0,0,,0,,57.41,22752,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1841,439,6.09,0.12,0.01,0.01,0.00,15,0,0,,0,,57.41,25224,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1851,501,6.22,0.14,0.01,0.01,0.00,15,0,0,,0,,57.41,28769,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1861,700,6.55,0.20,0.01,0.01,0.00,15,0,0,,0,,57.41,40194,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1871,899,6.80,0.26,0.02,0.01,0.00,15,0,0,,0,,57.41,51619,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1881,1098,7.00,0.31,0.02,0.01,0.00,15,2,2,,0.034837136,,57.41,63045,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1891,1391,7.24,0.39,0.03,0.01,0.00,15,0,2,,0.034837136,,57.41,79854,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1901,1807,7.50,0.51,0.04,0.02,0.00,15,0,2,,0.034837136,,57.41,103720,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1911,2347,7.76,0.67,0.05,0.02,0.00,15,0,2,,0.034837136,,57.41,134729,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1921,2664,7.89,0.76,0.05,0.02,0.00,15,0,2,,0.034837136,,57.41,152968,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1931,3025,8.01,0.86,0.06,0.02,0.00,15,0,2,,0.034837136,,57.41,173683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1941,3265,8.09,0.93,0.06,0.02,0.00,15,0,2,,0.034837136,,57.41,187420,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1951,3523,8.17,1.00,0.07,0.02,0.00,15,0,2,,0.034837136,,57.41,202246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1961,3273,8.09,0.93,0.06,0.02,0.00,15,0,2,,0.034837136,,57.41,187923,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1971,3042,8.02,0.86,0.06,0.02,0.00,15,0,2,,0.034837136,,57.41,174640,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1981,2740,7.92,0.78,0.05,0.02,0.00,15,0,2,,0.034837136,,57.41,157298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richmond,1991,2861,7.96,0.81,0.06,0.02,0.00,15,0,2,,0.034837136,,57.41,164235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
