Number,Line,Station,Zone,YEAR,AUTHORITY,CLOSED,Cumulative,POP-Density-1871,POP-Density-1881,POP-Density-1891,POP-Density-1901,POP-Density-1911,POP-Density-1921,POP-Density-1931,POP-Density-1941,POP-Density-1951,POP-Density-1961,POP-Density-1971,POP-Density-1981,POP-Density-1991,POP-Density-2001,Distance to City of London (miles),"North of Thames [1,0]",NorthDistance,SouthDistance,Areas (km_),ID-Rail,CumulativeRailStationsAtDate,ID-Tube,CumulativeTubeStationsAtDate,DecadeTube,Rank,PopDensRank1841
98,Central,South Ruislip,5,1948,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,#N/A,#N/A,51,17,1940,305,26
99,Central,Northolt,5,1948,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,#N/A,#N/A,51,18,1940,231,22
133,Central,Barkingside,5,1948,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,51,11,1940,280,24
134,Central,Fairlop,5,1948,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,51,11,1940,280,24
135,Central,Hainault,5,1948,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,51,11,1940,280,24
136,Central,Grange Hill,5,1948,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,51,11,1940,280,24
138,Central,Roding Valley,5,1948,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,51,11,1940,280,24
140,Central,South Woodford,4,1950,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,53,12,1950,280,24
45,Piccadilly,"Turnham Green,",2,1963,Hounslow,,1,588,764,940,1176,1531,1993,2373,2825,3270,3786,3736,3688,3554,3734,16,1,16,0,56,#N/A,#N/A,54,8,1960,219,16
3,Victoria,"Walthamstow Central,",3,1968,Waltham Forest,,1,583,889,1195,2394,3971,6586,6893,7215,7063,6914,6471,6057,5528,5606,12,1,12,0,39,#N/A,#N/A,55,4,1960,227,19
4,Victoria,"Blackhorse Road,",3,1968,Waltham Forest,,1,583,889,1195,2394,3971,6586,6893,7215,7063,6914,6471,6057,5528,5606,12,1,12,0,39,#N/A,#N/A,55,4,1960,227,19
5,Victoria,"Tottenham Hale,",3,1968,Haringey,,1,1171,2046,2921,5360,6902,8888,9460,10069,9589,9132,8602,8105,6848,7152,6,1,6,0,30,#N/A,#N/A,55,6,1960,211,18
6,Victoria,"Seven Sisters,",3,1968,Haringey,,1,1171,2046,2921,5360,6902,8888,9460,10069,9589,9132,8602,8105,6848,7152,6,1,6,0,30,#N/A,#N/A,55,6,1960,211,18
7,Victoria,"Finsbury Park,",2,1968,Islington,,1,17901,21395,24889,26770,27275,27789,26989,26212,21813,18152,15630,13460,10600,11668,2,1,2,0,15,#N/A,#N/A,55,12,1960,93,4
8,Victoria,"Highbury & Islington,",2,1968,Islington,,1,17901,21395,24889,26770,27275,27789,26989,26212,21813,18152,15630,13460,10600,11668,2,1,2,0,15,#N/A,#N/A,55,12,1960,93,4
9,Victoria,"King's Cross St. Pancras,",1,1968,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,#N/A,#N/A,55,28,1960,105,5
10,Victoria,"Euston,",1,1968,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,#N/A,#N/A,55,28,1960,105,5
11,Victoria,"Warren Street,",1,1968,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,#N/A,#N/A,55,28,1960,105,5
12,Victoria,"Oxford Circus,",1,1969,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,56,45,1960,19,2
13,Victoria,"Green Park,",1,1969,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,56,45,1960,19,2
14,Victoria,"Victoria,",1,1969,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,56,45,1960,19,2
16,Victoria,"Vauxhall,",1,1971,Lambeth,,1,7616,9319,11023,12402,13323,14312,14496,14682,13273,11998,11752,11512,9103,9560,3,0,0,3,27,#N/A,#N/A,57,11,1970,163,7
17,Victoria,"Stockwell,",2,1971,Lambeth,,1,7616,9319,11023,12402,13323,14312,14496,14682,13273,11998,11752,11512,9103,9560,3,0,0,3,27,#N/A,#N/A,57,11,1970,163,7
18,Victoria,"Brixton,",2,1971,Lambeth,,1,7616,9319,11023,12402,13323,14312,14496,14682,13273,11998,11752,11512,9103,9560,3,0,0,3,27,#N/A,#N/A,57,11,1970,163,7
15,Victoria,"Pimlico,",1,1972,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,58,46,1970,19,2
54,Piccadilly,"Hatton Cross,",5,1975,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,#N/A,#N/A,59,18,1970,305,26
55,Piccadilly,"Heathrow Terminals 1,2,3",6,1977,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,#N/A,#N/A,60,19,1970,305,26
248,Jubilee,Baker Street,1,1979,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,61,50,1970,19,2
249,Jubilee,Bond Street,1,1979,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,61,50,1970,19,2
250,Jubilee,Green Park,1,1979,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,61,50,1970,19,2
251,Jubilee,Charing Cross,1,1979,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,61,50,1970,19,2
56,Piccadilly,Heathrow Terminals 4,6,1986,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,#N/A,#N/A,62,20,1980,305,26
252,Jubilee,Westminster,1,1999,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,63,51,1990,19,2
253,Jubilee,Waterloo,1,1999,Lambeth,,1,7616,9319,11023,12402,13323,14312,14496,14682,13273,11998,11752,11512,9103,9560,3,0,0,3,27,#N/A,#N/A,63,12,1990,163,7
254,Jubilee,Southwark,1,1999,Southwark,,1,9834,13879,17923,19993,20037,20081,19290,18531,14734,11716,10299,9054,7269,7870,1,0,0,1,29,#N/A,#N/A,63,12,1990,150,6
255,Jubilee,London Bridge,1,1999,Southwark,,1,9834,13879,17923,19993,20037,20081,19290,18531,14734,11716,10299,9054,7269,7870,1,0,0,1,29,#N/A,#N/A,63,12,1990,150,6
256,Jubilee,Bermondsey,2,1999,Southwark,,1,9834,13879,17923,19993,20037,20081,19290,18531,14734,11716,10299,9054,7269,7870,1,0,0,1,29,#N/A,#N/A,63,12,1990,150,6
257,Jubilee,Canada Water,2,1999,Southwark,,1,9834,13879,17923,19993,20037,20081,19290,18531,14734,11716,10299,9054,7269,7870,1,0,0,1,29,#N/A,#N/A,63,12,1990,150,6
258,Jubilee,Canary Wharf,2,1999,Tower Hamlets,,1,20744,24767,28791,29587,29243,28904,26763,24783,17085,11778,9906,8331,7081,8497,1,1,1,0,20,#N/A,#N/A,63,23,1990,70,3
259,Jubilee,North Greenwich,2,1999,Greenwich,,1,1580,2057,2535,3681,3908,4149,4510,4903,4812,4724,4653,4583,4432,4509,6,0,0,6,47,#N/A,#N/A,63,1,1990,210,12
260,Jubilee,Canning Town,3,1999,Newham,,1,1915,3143,4371,7155,9346,12208,12371,12537,10423,8665,7506,6502,5774,6106,6,1,6,0,36,#N/A,#N/A,63,12,1990,198,14
261,Jubilee,West Ham,3,1999,Newham,,1,1915,3143,4371,7155,9346,12208,12371,12537,10423,8665,7506,6502,5774,6106,6,1,6,0,36,#N/A,#N/A,63,12,1990,198,14
262,Jubilee,Stratford,3,1999,Newham,,1,1915,3143,4371,7155,9346,12208,12371,12537,10423,8665,7506,6502,5774,6106,6,1,6,0,36,#N/A,#N/A,63,12,1990,198,14
296,East London,Canada Water ,2,1999,Southwark,,1,9834,13879,17923,19993,20037,20081,19290,18531,14734,11716,10299,9054,7269,7870,1,0,0,1,29,#N/A,#N/A,63,12,1990,150,6
