administrative_district,year,population_density,log_popdens,normalized_local_density,normalized_london_density,share_of_london_pop,tubestationsperperson,map_code,tube_stations_add,tube_stations_cum,train_stations,tube_station_density,train_station_density,area,population,ring,year_1801,year_1811,year_1821,year_1831,year_1841,year_1851,year_1861,year_1871,year_1881,year_1891,year_1901,year_1911,year_1921,year_1931,year_1941,year_1951,year_1961,year_1971,year_1981,year_1991,year_2001,barking_and_dagenham,barnet,bexley,brent,bromley,camden,city_of_london,croydon,ealing,enfield,greenwich,hackney,hammersmith_and_fulham,haringey,harrow,havering,hillingdon,hounslow,islington,kensington_and_chelsea,kingston_upon_thames,lambeth,lewisham,merton,newham,redbridge,richmond_upon_thames,southwark,sutton,tower_hamlets,waltham_forest,wandsworth,westminster,logtsd,pop_dens_10yearsago,pop_dens_20yearsago,pop_dens_10yearsfuture,pop_dens_20yearsfuture
Richmond,1801,254,5.54,0.07,0,0.01,0,15,0,0,,0,,57.41,14560,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,292,347
Richmond,1811,292,5.68,0.08,0.01,0.01,0,15,0,0,,0,,57.41,16748,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,254,0,347,396
Richmond,1821,347,5.85,0.1,0.01,0.01,0,15,0,0,,0,,57.41,19908,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,292,254,396,439
Richmond,1831,396,5.98,0.11,0.01,0.01,0,15,0,0,,0,,57.41,22752,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,347,292,439,501
Richmond,1841,439,6.09,0.12,0.01,0.01,0,15,0,0,,0,,57.41,25224,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,396,347,501,700
Richmond,1851,501,6.22,0.14,0.01,0.01,0,15,0,0,,0,,57.41,28769,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,439,396,700,899
Richmond,1861,700,6.55,0.2,0.01,0.01,0,15,0,0,,0,,57.41,40194,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,501,439,899,1098
Richmond,1871,899,6.8,0.26,0.02,0.01,0,15,0,0,,0,,57.41,51619,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,700,501,1098,1391
Richmond,1881,1098,7,0.31,0.02,0.01,0,15,2,2,,0.0348371,,57.41,63045,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,899,700,1391,1807
Richmond,1891,1391,7.24,0.39,0.03,0.01,0,15,0,2,,0.0348371,,57.41,79854,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,1098,899,1807,2347
Richmond,1901,1807,7.5,0.51,0.04,0.02,0,15,0,2,,0.0348371,,57.41,103720,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,1391,1098,2347,2664
Richmond,1911,2347,7.76,0.67,0.05,0.02,0,15,0,2,,0.0348371,,57.41,134729,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,1807,1391,2664,3025
Richmond,1921,2664,7.89,0.76,0.05,0.02,0,15,0,2,,0.0348371,,57.41,152968,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,2347,1807,3025,3265
Richmond,1931,3025,8.01,0.86,0.06,0.02,0,15,0,2,,0.0348371,,57.41,173683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,2664,2347,3265,3523
Richmond,1941,3265,8.09,0.93,0.06,0.02,0,15,0,2,,0.0348371,,57.41,187420,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,3025,2664,3523,3273
Richmond,1951,3523,8.17,1,0.07,0.02,0,15,0,2,,0.0348371,,57.41,202246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,3265,3025,3273,3042
Richmond,1961,3273,8.09,0.93,0.06,0.02,0,15,0,2,,0.0348371,,57.41,187923,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,3523,3265,3042,2740
Richmond,1971,3042,8.02,0.86,0.06,0.02,0,15,0,2,,0.0348371,,57.41,174640,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,3273,3523,2740,2861
Richmond,1981,2740,7.92,0.78,0.05,0.02,0,15,0,2,,0.0348371,,57.41,157298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,3042,3273,2861,3002
Richmond,1991,2861,7.96,0.81,0.06,0.02,0,15,0,2,,0.0348371,,57.41,164235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,2740,3042,3002,0
Richmond,2001,3002,8.01,0.85,0.06,0.02,0,15,0,2,,0.0348371,,57.41,172327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0342441,2861,2740,0,0
Southwark,1801,3983,8.29,0.2,0.08,0.11,0,7,0,0,,0,,28.85,114901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4806,5986
Southwark,1811,4806,8.48,0.24,0.09,0.12,0,7,0,0,,0,,28.85,138644,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3983,0,5986,7096
Southwark,1821,5986,8.7,0.3,0.12,0.12,0,7,0,0,,0,,28.85,172699,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4806,3983,7096,5093
Southwark,1831,7096,8.87,0.35,0.14,0.12,0,7,0,0,,0,,28.85,204734,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5986,4806,5093,5790
Southwark,1841,5093,8.54,0.25,0.1,0.08,0,7,0,0,,0,,28.85,146922,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7096,5986,5790,9834
Southwark,1851,5790,8.66,0.29,0.11,0.07,0,7,0,0,,0,,28.85,167045,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5093,7096,9834,13879
Southwark,1861,9834,9.19,0.49,0.19,0.09,0,7,0,0,,0,,28.85,283723,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5790,5093,13879,17923
Southwark,1871,13879,9.54,0.69,0.27,0.1,0,7,0,0,,0,,28.85,400401,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9834,5790,17923,19993
Southwark,1881,17923,9.79,0.89,0.35,0.11,0,7,0,0,,0,,28.85,517080,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13879,9834,19993,20037
Southwark,1891,19993,9.9,1,0.39,0.1,0,7,5,5,,0.1733102,,28.85,576786,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.159829,17923,13879,20037,20081
Southwark,1901,20037,9.91,1,0.39,0.09,0,7,1,6,,0.2079723,,28.85,578059,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1889431,19993,17923,20081,19290
Southwark,1911,20081,9.91,1,0.39,0.08,0,7,1,7,,0.2426343,,28.85,579338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,20037,19993,19290,18531
Southwark,1921,19290,9.87,0.96,0.38,0.07,0,7,0,7,,0.2426343,,28.85,556520,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,20081,20037,18531,14734
Southwark,1931,18531,9.83,0.92,0.36,0.07,0,7,0,7,,0.2426343,,28.85,534615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,19290,20081,14734,11716
Southwark,1941,14734,9.6,0.73,0.29,0.05,0,7,0,7,,0.2426343,,28.85,425088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,18531,19290,11716,10299
Southwark,1951,11716,9.37,0.58,0.23,0.04,0,7,0,7,,0.2426343,,28.85,338003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,14734,18531,10299,9054
Southwark,1961,10299,9.24,0.51,0.2,0.04,0,7,0,7,,0.2426343,,28.85,297132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,11716,14734,9054,7269
Southwark,1971,9054,9.11,0.45,0.18,0.04,0,7,0,7,,0.2426343,,28.85,261203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,10299,11716,7269,7870
Southwark,1981,7269,8.89,0.36,0.14,0.03,0,7,0,7,,0.2426343,,28.85,209724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,9054,10299,7870,8488
Southwark,1991,7870,8.97,0.39,0.15,0.03,0,7,0,7,,0.2426343,,28.85,227060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2172336,7269,9054,8488,0
Southwark,2001,8488,9.05,0.42,0.17,0.03,0,7,5,12,,0.4159445,,28.85,244867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3477968,7870,7269,0,0
Sutton,1801,88,4.47,0.02,0,0,0,18,0,0,,0,,43.85,3838,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,111
Sutton,1811,96,4.57,0.02,0,0,0,18,0,0,,0,,43.85,4220,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,0,111,126
Sutton,1821,111,4.71,0.03,0,0,0,18,0,0,,0,,43.85,4856,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96,88,126,141
Sutton,1831,126,4.83,0.03,0,0,0,18,0,0,,0,,43.85,5514,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111,96,141,147
Sutton,1841,141,4.95,0.03,0,0,0,18,0,0,,0,,43.85,6169,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126,111,147,269
Sutton,1851,147,4.99,0.04,0,0,0,18,0,0,,0,,43.85,6425,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141,126,269,392
Sutton,1861,269,5.6,0.07,0.01,0,0,18,0,0,,0,,43.85,11807,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,147,141,392,515
Sutton,1871,392,5.97,0.1,0.01,0,0,18,0,0,,0,,43.85,17190,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,269,147,515,636
Sutton,1881,515,6.24,0.13,0.01,0,0,18,0,0,,0,,43.85,22573,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,392,269,636,900
Sutton,1891,636,6.45,0.16,0.01,0.01,0,18,0,0,,0,,43.85,27883,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,515,392,900,1273
Sutton,1901,900,6.8,0.22,0.02,0.01,0,18,0,0,,0,,43.85,39454,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,636,515,1273,1722
Sutton,1911,1273,7.15,0.31,0.02,0.01,0,18,0,0,,0,,43.85,55828,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,900,636,1722,2329
Sutton,1921,1722,7.45,0.42,0.03,0.01,0,18,0,0,,0,,43.85,75509,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1273,900,2329,3056
Sutton,1931,2329,7.75,0.57,0.05,0.01,0,18,0,0,,0,,43.85,102132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1722,1273,3056,4010
Sutton,1941,3056,8.02,0.75,0.06,0.02,0,18,0,0,,0,,43.85,134002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2329,1722,4010,3941
Sutton,1951,4010,8.3,0.98,0.08,0.02,0,18,0,0,,0,,43.85,175821,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3056,2329,3941,3874
Sutton,1961,3941,8.28,0.96,0.08,0.02,0,18,0,0,,0,,43.85,172817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4010,3056,3874,3821
Sutton,1971,3874,8.26,0.95,0.08,0.02,0,18,0,0,,0,,43.85,169879,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3941,4010,3821,3908
Sutton,1981,3821,8.25,0.93,0.07,0.03,0,18,0,0,,0,,43.85,167566,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3874,3941,3908,4097
Sutton,1991,3908,8.27,0.95,0.08,0.02,0,18,0,0,,0,,43.85,171373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3821,3874,4097,0
Sutton,2001,4097,8.32,1,0.08,0.03,0,18,0,0,,0,,43.85,179667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3908,3821,0,0
Tower Hamlets,1801,6620,8.8,0.22,0.13,0.13,0,8,0,0,,0,,19.77,130871,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8129,9911
Tower Hamlets,1811,8129,9,0.27,0.16,0.13,0,8,0,0,,0,,19.77,160718,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6620,0,9911,11711
Tower Hamlets,1821,9911,9.2,0.33,0.19,0.14,0,8,0,0,,0,,19.77,195941,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8129,6620,11711,13923
Tower Hamlets,1831,11711,9.37,0.4,0.23,0.13,0,8,0,0,,0,,19.77,231534,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9911,8129,13923,16720
Tower Hamlets,1841,13923,9.54,0.47,0.27,0.14,0,8,0,0,,0,,19.77,275250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11711,9911,16720,20744
Tower Hamlets,1851,16720,9.72,0.57,0.33,0.14,0,8,0,0,,0,,19.77,330548,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13923,11711,20744,24767
Tower Hamlets,1861,20744,9.94,0.7,0.41,0.13,0,8,0,0,,0,,19.77,410101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16720,13923,24767,28791
Tower Hamlets,1871,24767,10.12,0.84,0.49,0.13,0,8,0,0,,0,,19.77,489653,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20744,16720,28791,29587
Tower Hamlets,1881,28791,10.27,0.97,0.56,0.12,0,8,0,0,,0,,19.77,569205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24767,20744,29587,29243
Tower Hamlets,1891,29587,10.3,1,0.58,0.11,0,8,10,10,,0.5058169,,19.77,584936,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4093355,28791,24767,29243,28904
Tower Hamlets,1901,29243,10.28,0.99,0.57,0.09,0,8,0,10,,0.5058169,,19.77,578143,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4093355,29587,28791,28904,26763
Tower Hamlets,1911,28904,10.27,0.98,0.57,0.08,0,8,8,18,,0.9104704,,19.77,571438,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6473495,29243,29587,26763,24783
Tower Hamlets,1921,26763,10.19,0.9,0.52,0.07,0,8,2,20,,1.011634,,19.77,529114,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6989472,28904,29243,24783,17085
Tower Hamlets,1931,24783,10.12,0.84,0.49,0.06,0,8,0,20,,1.011634,,19.77,489956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6989472,26763,28904,17085,11778
Tower Hamlets,1941,17085,9.75,0.58,0.33,0.04,0,8,0,20,,1.011634,,19.77,337774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6989472,24783,26763,11778,9906
